pipeline,model,sex,n_features,n_samples,n_subjects,mean_mae,std_mae,successful_folds,n_train_samples_per_fold,best_params,mae_fold_1,mae_fold_2,mae_fold_3,mae_fold_4,mae_fold_5,mae_fold_6,mae_fold_7
all_pipelines,extratrees,M,1225,1704,924,7.680908404930286,0.6079105016958898,7,1460,N/A,7.881931193867647,7.970696858604413,6.701665628999871,7.486721299768239,8.436437109955488,6.976474282199483,8.312432461116863
all_pipelines,extratrees,F,1225,3059,1468,8.017458031183725,0.3788140595326168,7,2623,N/A,7.7333593956789235,7.591784839754563,8.502231982279387,7.704831770114045,8.637746458222107,8.08023052909724,7.872021243139815
all_pipelines,svm,M,1225,1704,924,13.137686809880346,0.9881357287939456,7,1460,N/A,12.195943832966304,13.770223600041932,12.065339692264091,12.363943995688489,14.067948791088474,12.705322318650126,14.795085438463007
all_pipelines,svm,F,1225,3059,1468,11.105317566276335,0.4913184859983704,7,2623,N/A,10.961826077221733,10.878177868722473,10.92892861486071,10.38359207593605,11.907470260636165,11.734385785341273,10.942842281215945
ensemble_4_components,elasticnet,M,multiple,1704,924,16.00445373311545,0.7103277604587153,7,Variable,N/A,15.561748047071447,16.190175253354802,15.182923435850679,16.01599428279586,17.197461675221728,15.168383540872064,16.7144898966416
ensemble_4_components,elasticnet,F,multiple,3059,1468,14.506549086586206,0.5900392936341955,7,Variable,N/A,14.526895776466832,13.939259006497966,15.510601856348782,13.78131167417963,14.362799700299345,15.199938252300859,14.225037340010037
ensemble_4_components,kneighbors,M,multiple,1704,924,11.071951918537517,1.2149422911747967,7,Variable,N/A,10.359366648402398,11.09984330253528,8.937215299810479,11.80364641319414,12.452611354098472,10.290730029298272,12.560250382423579
ensemble_4_components,kneighbors,F,multiple,3059,1468,11.377187614207388,0.601749922075091,7,Variable,N/A,11.765105859918448,10.529999724201705,11.747332562548339,10.359861619855257,11.723081583409607,11.964453332088748,11.550478617429622
ensemble_4_components,histgradientboosting,M,multiple,1704,924,6.675328897290037,0.5237652280819624,7,Variable,N/A,6.526023460471349,7.1466039153114345,5.87851515562152,6.500174458548059,6.362928541176219,6.682383476457419,7.630673273444256
ensemble_4_components,histgradientboosting,F,multiple,3059,1468,6.655799800245917,0.35444785369925863,7,Variable,N/A,6.673556654957342,6.250433586362888,7.040072777874797,6.2019094333384865,7.218709514159517,6.463922500947059,6.741994134081331
ensemble_4_components,extratrees,M,multiple,1704,924,9.076169231302359,0.6804712790461666,7,Variable,N/A,9.034216557647396,9.057578582724132,8.09631206553281,9.106948581239651,10.037754103599388,8.277899139028184,9.92247558934495
ensemble_4_components,extratrees,F,multiple,3059,1468,8.597367117642815,0.2847856911409402,7,Variable,N/A,8.402656024201358,8.324245492108112,9.075612956518397,8.274003732103818,8.9417171839771,8.619479209250139,8.543855225340769
ensemble_4_components,svm,M,multiple,1704,924,12.500928878521878,0.7789263004140342,7,Variable,N/A,11.727992412780274,13.058870915821018,11.391140131461402,12.558735817346825,13.240842997551528,11.922732449815058,13.606187424877032
ensemble_4_components,svm,F,multiple,3059,1468,10.302948402260295,0.49494561163231077,7,Variable,N/A,10.068344705349007,9.926828857204162,10.382025208336708,9.599181805353695,10.975233411030436,11.035194685736169,10.13383014281189
